Time,X,Y,Vx,Vy,Mass,ThrustX,ThrustY
28.8900,55.4773,347.9259,-1.6098,-1.0728,500.0000,-54.6727,4924.0882
28.9000,55.4612,347.9152,-1.6109,-1.0724,500.0000,-54.6560,4924.0574
28.9100,55.4451,347.9045,-1.6120,-1.0720,500.0000,-54.6394,4924.0266
28.9200,55.4290,347.8938,-1.6131,-1.0716,500.0000,-54.6227,4923.9958
28.9300,55.4128,347.8831,-1.6141,-1.0712,500.0000,-54.6060,4923.9651
28.9400,55.3967,347.8724,-1.6152,-1.0709,500.0000,-54.5893,4923.9345
28.9500,55.3805,347.8616,-1.6163,-1.0705,500.0000,-54.5726,4923.9038
28.9600,55.3644,347.8509,-1.6174,-1.0701,500.0000,-54.5559,4923.8733
28.9700,55.3482,347.8402,-1.6185,-1.0697,500.0000,-54.5392,4923.8427
28.9800,55.3320,347.8295,-1.6196,-1.0694,500.0000,-54.5225,4923.8122
28.9900,55.3158,347.8189,-1.6207,-1.0690,500.0000,-54.5057,4923.7818
29.0000,55.2996,347.8082,-1.6218,-1.0686,500.0000,-54.4889,4923.7514
29.0100,55.2833,347.7975,-1.6229,-1.0682,500.0000,-54.4722,4923.7210
29.0200,55.2671,347.7868,-1.6240,-1.0678,500.0000,-54.4554,4923.6907
29.0300,55.2509,347.7761,-1.6250,-1.0675,500.0000,-54.4386,4923.6605
29.0400,55.2346,347.7655,-1.6261,-1.0671,500.0000,-54.4218,4923.6302
29.0500,55.2183,347.7548,-1.6272,-1.0667,500.0000,-54.4050,4923.6001
29.0600,55.2021,347.7441,-1.6283,-1.0664,500.0000,-54.3882,4923.5699
29.0700,55.1858,347.7335,-1.6294,-1.0660,500.0000,-54.3713,4923.5398
29.0800,55.1695,347.7228,-1.6305,-1.0656,500.0000,-54.3545,4923.5098
29.0900,55.1532,347.7121,-1.6316,-1.0652,500.0000,-54.3377,4923.4798
29.1000,55.1368,347.7015,-1.6327,-1.0649,500.0000,-54.3208,4923.4498
29.1100,55.1205,347.6908,-1.6337,-1.0645,500.0000,-54.3039,4923.4199
29.1200,55.1042,347.6802,-1.6348,-1.0641,500.0000,-54.2870,4923.3900
29.1300,55.0878,347.6696,-1.6359,-1.0638,500.0000,-54.2701,4923.3602
29.1400,55.0715,347.6589,-1.6370,-1.0634,500.0000,-54.2532,4923.3304
29.1500,55.0551,347.6483,-1.6381,-1.0630,500.0000,-54.2363,4923.3007
29.1600,55.0387,347.6377,-1.6392,-1.0627,500.0000,-54.2194,4923.2710
29.1700,55.0223,347.6270,-1.6403,-1.0623,500.0000,-54.2024,4923.2413
29.1800,55.0059,347.6164,-1.6413,-1.0619,500.0000,-54.1855,4923.2117
29.1900,54.9895,347.6058,-1.6424,-1.0616,500.0000,-54.1685,4923.1821
29.2000,54.9730,347.5952,-1.6435,-1.0612,500.0000,-54.1516,4923.1526
29.2100,54.9566,347.5846,-1.6446,-1.0608,500.0000,-54.1346,4923.1231
29.2200,54.9401,347.5740,-1.6457,-1.0605,500.0000,-54.1176,4923.0937
29.2300,54.9237,347.5634,-1.6468,-1.0601,500.0000,-54.1006,4923.0643
29.2400,54.9072,347.5528,-1.6478,-1.0598,500.0000,-54.0836,4923.0349
29.2500,54.8907,347.5422,-1.6489,-1.0594,500.0000,-54.0665,4923.0056
29.2600,54.8742,347.5316,-1.6500,-1.0590,500.0000,-54.0495,4922.9763
29.2700,54.8577,347.5210,-1.6511,-1.0587,500.0000,-54.0325,4922.9471
29.2800,54.8412,347.5104,-1.6522,-1.0583,500.0000,-54.0154,4922.9179
29.2900,54.8247,347.4998,-1.6532,-1.0580,500.0000,-53.9983,4922.8888
29.3000,54.8081,347.4893,-1.6543,-1.0576,500.0000,-53.9813,4922.8597
29.3100,54.7916,347.4787,-1.6554,-1.0572,500.0000,-53.9642,4922.8306
29.3200,54.7750,347.4681,-1.6565,-1.0569,500.0000,-53.9471,4922.8016
29.3300,54.7585,347.4575,-1.6576,-1.0565,500.0000,-53.9300,4922.7726
29.3400,54.7419,347.4470,-1.6586,-1.0562,500.0000,-53.9128,4922.7437
29.3500,54.7253,347.4364,-1.6597,-1.0558,500.0000,-53.8957,4922.7148
29.3600,54.7087,347.4259,-1.6608,-1.0555,500.0000,-53.8786,4922.6860
29.3700,54.6921,347.4153,-1.6619,-1.0551,500.0000,-53.8614,4922.6571
29.3800,54.6755,347.4048,-1.6629,-1.0548,500.0000,-53.8443,4922.6284
29.3900,54.6588,347.3942,-1.6640,-1.0544,500.0000,-53.8271,4922.5997
29.4000,54.6422,347.3837,-1.6651,-1.0541,500.0000,-53.8099,4922.5710
29.4100,54.6255,347.3731,-1.6662,-1.0537,500.0000,-53.7927,4922.5423
29.4200,54.6089,347.3626,-1.6672,-1.0534,500.0000,-53.7755,4922.5137
29.4300,54.5922,347.3521,-1.6683,-1.0530,500.0000,-53.7583,4922.4852
29.4400,54.5755,347.3415,-1.6694,-1.0527,500.0000,-53.7411,4922.4567
29.4500,54.5588,347.3310,-1.6705,-1.0523,500.0000,-53.7238,4922.4282
29.4600,54.5421,347.3205,-1.6715,-1.0520,500.0000,-53.7066,4922.3998
29.4700,54.5254,347.3100,-1.6726,-1.0516,500.0000,-53.6893,4922.3714
29.4800,54.5086,347.2995,-1.6737,-1.0513,500.0000,-53.6720,4922.3430
29.4900,54.4919,347.2889,-1.6748,-1.0509,500.0000,-53.6548,4922.3147
29.5000,54.4751,347.2784,-1.6758,-1.0506,500.0000,-53.6375,4922.2864
29.5100,54.4584,347.2679,-1.6769,-1.0502,500.0000,-53.6202,4922.2582
29.5200,54.4416,347.2574,-1.6780,-1.0499,500.0000,-53.6029,4922.2300
29.5300,54.4248,347.2469,-1.6791,-1.0495,500.0000,-53.5855,4922.2019
29.5400,54.4080,347.2364,-1.6801,-1.0492,500.0000,-53.5682,4922.1738
29.5500,54.3912,347.2260,-1.6812,-1.0488,500.0000,-53.5509,4922.1457
29.5600,54.3744,347.2155,-1.6823,-1.0485,500.0000,-53.5335,4922.1177
29.5700,54.3576,347.2050,-1.6833,-1.0482,500.0000,-53.5162,4922.0897
29.5800,54.3407,347.1945,-1.6844,-1.0478,500.0000,-53.4988,4922.0618
29.5900,54.3239,347.1840,-1.6855,-1.0475,500.0000,-53.4814,4922.0339
29.6000,54.3070,347.1736,-1.6865,-1.0471,500.0000,-53.4640,4922.0060
29.6100,54.2901,347.1631,-1.6876,-1.0468,500.0000,-53.4466,4921.9782
29.6200,54.2733,347.1526,-1.6887,-1.0464,500.0000,-53.4292,4921.9504
29.6300,54.2564,347.1422,-1.6898,-1.0461,500.0000,-53.4118,4921.9227
29.6400,54.2395,347.1317,-1.6908,-1.0458,500.0000,-53.3943,4921.8950
29.6500,54.2225,347.1212,-1.6919,-1.0454,500.0000,-53.3769,4921.8673
29.6600,54.2056,347.1108,-1.6930,-1.0451,500.0000,-53.3594,4921.8397
29.6700,54.1887,347.1003,-1.6940,-1.0448,500.0000,-53.3419,4921.8121
29.6800,54.1717,347.0899,-1.6951,-1.0444,500.0000,-53.3245,4921.7846
29.6900,54.1548,347.0795,-1.6962,-1.0441,500.0000,-53.3070,4921.7571
29.7000,54.1378,347.0690,-1.6972,-1.0438,500.0000,-53.2895,4921.7296
29.7100,54.1208,347.0586,-1.6983,-1.0434,500.0000,-53.2720,4921.7022
29.7200,54.1039,347.0481,-1.6993,-1.0431,500.0000,-53.2544,4921.6748
29.7300,54.0869,347.0377,-1.7004,-1.0427,500.0000,-53.2369,4921.6475
29.7400,54.0698,347.0273,-1.7015,-1.0424,500.0000,-53.2194,4921.6202
29.7500,54.0528,347.0169,-1.7025,-1.0421,500.0000,-53.2018,4921.5929
29.7600,54.0358,347.0064,-1.7036,-1.0417,500.0000,-53.1843,4921.5657
29.7700,54.0188,346.9960,-1.7047,-1.0414,500.0000,-53.1667,4921.5385
29.7800,54.0017,346.9856,-1.7057,-1.0411,500.0000,-53.1491,4921.5114
29.7900,53.9846,346.9752,-1.7068,-1.0408,500.0000,-53.1315,4921.4843
29.8000,53.9676,346.9648,-1.7079,-1.0404,500.0000,-53.1139,4921.4572
29.8100,53.9505,346.9544,-1.7089,-1.0401,500.0000,-53.0963,4921.4302
29.8200,53.9334,346.9440,-1.7100,-1.0398,500.0000,-53.0787,4921.4032
29.8300,53.9163,346.9336,-1.7110,-1.0394,500.0000,-53.0610,4921.3762
29.8400,53.8992,346.9232,-1.7121,-1.0391,500.0000,-53.0434,4921.3493
29.8500,53.8820,346.9128,-1.7132,-1.0388,500.0000,-53.0257,4921.3225
29.8600,53.8649,346.9024,-1.7142,-1.0385,500.0000,-53.0081,4921.2956
29.8700,53.8478,346.8921,-1.7153,-1.0381,500.0000,-52.9904,4921.2688
29.8800,53.8306,346.8817,-1.7163,-1.0378,500.0000,-52.9727,4921.2421
29.8900,53.8134,346.8713,-1.7174,-1.0375,500.0000,-52.9550,4921.2154
29.9000,53.7962,346.8609,-1.7185,-1.0372,500.0000,-52.9373,4921.1887
29.9100,53.7791,346.8506,-1.7195,-1.0368,500.0000,-52.9196,4921.1621
29.9200,53.7619,346.8402,-1.7206,-1.0365,500.0000,-52.9018,4921.1355
29.9300,53.7446,346.8298,-1.7216,-1.0362,500.0000,-52.8841,4921.1089
29.9400,53.7274,346.8195,-1.7227,-1.0359,500.0000,-52.8663,4921.0824
29.9500,53.7102,346.8091,-1.7237,-1.0355,500.0000,-52.8486,4921.0559
29.9600,53.6930,346.7988,-1.7248,-1.0352,500.0000,-52.8308,4921.0295
29.9700,53.6757,346.7884,-1.7259,-1.0349,500.0000,-52.8130,4921.0031
29.9800,53.6584,346.7781,-1.7269,-1.0346,500.0000,-52.7952,4920.9767
29.9900,53.6412,346.7677,-1.7280,-1.0343,500.0000,-52.7774,4920.9504
30.0000,53.6239,346.7574,-1.7290,-1.0339,500.0000,-52.7596,4920.9241
30.0100,53.6066,346.7470,-1.7301,-1.0336,500.0000,-52.7418,4920.8979
30.0200,53.5893,346.7367,-1.7311,-1.0333,500.0000,-52.7240,4920.8716
30.0300,53.5720,346.7264,-1.7322,-1.0330,500.0000,-52.7061,4920.8455
30.0400,53.5546,346.7160,-1.7332,-1.0327,500.0000,-52.6883,4920.8193
30.0500,53.5373,346.7057,-1.7343,-1.0324,500.0000,-52.6704,4920.7932
30.0600,53.5199,346.6954,-1.7354,-1.0320,500.0000,-52.6525,4920.7672
30.0700,53.5026,346.6851,-1.7364,-1.0317,500.0000,-52.6346,4920.7412
30.0800,53.4852,346.6748,-1.7375,-1.0314,500.0000,-52.6167,4920.7152
30.0900,53.4678,346.6644,-1.7385,-1.0311,500.0000,-52.5988,4920.6892
30.1000,53.4504,346.6541,-1.7396,-1.0308,500.0000,-52.5809,4920.6633
30.1100,53.4330,346.6438,-1.7406,-1.0305,500.0000,-52.5630,4920.6374
30.1200,53.4156,346.6335,-1.7417,-1.0302,500.0000,-52.5451,4920.6116
30.1300,53.3982,346.6232,-1.7427,-1.0298,500.0000,-52.5271,4920.5858
30.1400,53.3808,346.6129,-1.7438,-1.0295,500.0000,-52.5092,4920.5601
30.1500,53.3633,346.6026,-1.7448,-1.0292,500.0000,-52.4912,4920.5343
30.1600,53.3459,346.5923,-1.7459,-1.0289,500.0000,-52.4732,4920.5087
30.1700,53.3284,346.5821,-1.7469,-1.0286,500.0000,-52.4552,4920.4830
30.1800,53.3109,346.5718,-1.7480,-1.0283,500.0000,-52.4372,4920.4574
30.1900,53.2935,346.5615,-1.7490,-1.0280,500.0000,-52.4192,4920.4318
30.2000,53.2760,346.5512,-1.7501,-1.0277,500.0000,-52.4012,4920.4063
30.2100,53.2585,346.5409,-1.7511,-1.0274,500.0000,-52.3832,4920.3808
30.2200,53.2409,346.5307,-1.7522,-1.0271,500.0000,-52.3651,4920.3553
30.2300,53.2234,346.5204,-1.7532,-1.0267,500.0000,-52.3471,4920.3299
30.2400,53.2059,346.5101,-1.7542,-1.0264,500.0000,-52.3290,4920.3045
30.2500,53.1883,346.4999,-1.7553,-1.0261,500.0000,-52.3109,4920.2792
30.2600,53.1708,346.4896,-1.7563,-1.0258,500.0000,-52.2929,4920.2539
30.2700,53.1532,346.4794,-1.7574,-1.0255,500.0000,-52.2748,4920.2286
30.2800,53.1356,346.4691,-1.7584,-1.0252,500.0000,-52.2567,4920.2034
30.2900,53.1180,346.4588,-1.7595,-1.0249,500.0000,-52.2386,4920.1781
30.3000,53.1004,346.4486,-1.7605,-1.0246,500.0000,-52.2204,4920.1530
30.3100,53.0828,346.4384,-1.7616,-1.0243,500.0000,-52.2023,4920.1279
30.3200,53.0652,346.4281,-1.7626,-1.0240,500.0000,-52.1842,4920.1028
30.3300,53.0476,346.4179,-1.7636,-1.0237,500.0000,-52.1660,4920.0777
30.3400,53.0299,346.4076,-1.7647,-1.0234,500.0000,-52.1478,4920.0527
30.3500,53.0123,346.3974,-1.7657,-1.0231,500.0000,-52.1297,4920.0277
30.3600,52.9946,346.3872,-1.7668,-1.0228,500.0000,-52.1115,4920.0028
30.3700,52.9769,346.3770,-1.7678,-1.0225,500.0000,-52.0933,4919.9778
30.3800,52.9593,346.3667,-1.7689,-1.0222,500.0000,-52.0751,4919.9530
30.3900,52.9416,346.3565,-1.7699,-1.0219,500.0000,-52.0569,4919.9281
30.4000,52.9239,346.3463,-1.7709,-1.0216,500.0000,-52.0386,4919.9033
30.4100,52.9061,346.3361,-1.7720,-1.0213,500.0000,-52.0204,4919.8786
30.4200,52.8884,346.3259,-1.7730,-1.0210,500.0000,-52.0022,4919.8538
30.4300,52.8707,346.3157,-1.7741,-1.0207,500.0000,-51.9839,4919.8291
30.4400,52.8529,346.3054,-1.7751,-1.0204,500.0000,-51.9656,4919.8045
30.4500,52.8352,346.2952,-1.7761,-1.0201,500.0000,-51.9474,4919.7798
30.4600,52.8174,346.2850,-1.7772,-1.0198,500.0000,-51.9291,4919.7553
30.4700,52.7996,346.2749,-1.7782,-1.0195,500.0000,-51.9108,4919.7307
30.4800,52.7819,346.2647,-1.7793,-1.0192,500.0000,-51.8925,4919.7062
30.4900,52.7641,346.2545,-1.7803,-1.0189,500.0000,-51.8742,4919.6817
30.5000,52.7462,346.2443,-1.7813,-1.0186,500.0000,-51.8558,4919.6573
30.5100,52.7284,346.2341,-1.7824,-1.0183,500.0000,-51.8375,4919.6329
30.5200,52.7106,346.2239,-1.7834,-1.0180,500.0000,-51.8192,4919.6085
30.5300,52.6928,346.2137,-1.7844,-1.0178,500.0000,-51.8008,4919.5841
30.5400,52.6749,346.2036,-1.7855,-1.0175,500.0000,-51.7824,4919.5598
30.5500,52.6571,346.1934,-1.7865,-1.0172,500.0000,-51.7641,4919.5356
30.5600,52.6392,346.1832,-1.7875,-1.0169,500.0000,-51.7457,4919.5113
30.5700,52.6213,346.1730,-1.7886,-1.0166,500.0000,-51.7273,4919.4871
30.5800,52.6034,346.1629,-1.7896,-1.0163,500.0000,-51.7089,4919.4630
30.5900,52.5855,346.1527,-1.7906,-1.0160,500.0000,-51.6904,4919.4389
30.6000,52.5676,346.1426,-1.7917,-1.0157,500.0000,-51.6720,4919.4148
30.6100,52.5497,346.1324,-1.7927,-1.0154,500.0000,-51.6536,4919.3907
30.6200,52.5317,346.1223,-1.7937,-1.0151,500.0000,-51.6351,4919.3667
30.6300,52.5138,346.1121,-1.7948,-1.0149,500.0000,-51.6167,4919.3427
30.6400,52.4958,346.1020,-1.7958,-1.0146,500.0000,-51.5982,4919.3187
30.6500,52.4779,346.0918,-1.7968,-1.0143,500.0000,-51.5797,4919.2948
30.6600,52.4599,346.0817,-1.7979,-1.0140,500.0000,-51.5612,4919.2709
30.6700,52.4419,346.0715,-1.7989,-1.0137,500.0000,-51.5427,4919.2471
30.6800,52.4239,346.0614,-1.7999,-1.0134,500.0000,-51.5242,4919.2233
30.6900,52.4059,346.0513,-1.8010,-1.0131,500.0000,-51.5057,4919.1995
30.7000,52.3879,346.0411,-1.8020,-1.0129,500.0000,-51.4872,4919.1758
30.7100,52.3699,346.0310,-1.8030,-1.0126,500.0000,-51.4686,4919.1521
30.7200,52.3519,346.0209,-1.8041,-1.0123,500.0000,-51.4501,4919.1284
30.7300,52.3338,346.0108,-1.8051,-1.0120,500.0000,-51.4315,4919.1047
30.7400,52.3157,346.0006,-1.8061,-1.0117,500.0000,-51.4130,4919.0811
30.7500,52.2977,345.9905,-1.8071,-1.0114,500.0000,-51.3944,4919.0576
30.7600,52.2796,345.9804,-1.8082,-1.0112,500.0000,-51.3758,4919.0340
30.7700,52.2615,345.9703,-1.8092,-1.0109,500.0000,-51.3572,4919.0105
30.7800,52.2434,345.9602,-1.8102,-1.0106,500.0000,-51.3386,4918.9870
30.7900,52.2253,345.9501,-1.8112,-1.0103,500.0000,-51.3199,4918.9636
30.8000,52.2072,345.9400,-1.8123,-1.0100,500.0000,-51.3013,4918.9402
30.8100,52.1891,345.9299,-1.8133,-1.0098,500.0000,-51.2827,4918.9168
30.8200,52.1709,345.9198,-1.8143,-1.0095,500.0000,-51.2640,4918.8935
30.8300,52.1528,345.9097,-1.8153,-1.0092,500.0000,-51.2454,4918.8702
30.8400,52.1346,345.8996,-1.8164,-1.0089,500.0000,-51.2267,4918.8469
30.8500,52.1165,345.8895,-1.8174,-1.0087,500.0000,-51.2080,4918.8237
30.8600,52.0983,345.8794,-1.8184,-1.0084,500.0000,-51.1893,4918.8005
30.8700,52.0801,345.8694,-1.8194,-1.0081,500.0000,-51.1706,4918.7773
30.8800,52.0619,345.8593,-1.8205,-1.0078,500.0000,-51.1519,4918.7542
30.8900,52.0437,345.8492,-1.8215,-1.0076,500.0000,-51.1332,4918.7311
30.9000,52.0255,345.8391,-1.8225,-1.0073,500.0000,-51.1145,4918.7081
30.9100,52.0072,345.8291,-1.8235,-1.0070,500.0000,-51.0957,4918.6850
30.9200,51.9890,345.8190,-1.8246,-1.0067,500.0000,-51.0770,4918.6620
30.9300,51.9707,345.8089,-1.8256,-1.0065,500.0000,-51.0582,4918.6391
30.9400,51.9525,345.7989,-1.8266,-1.0062,500.0000,-51.0394,4918.6161
30.9500,51.9342,345.7888,-1.8276,-1.0059,500.0000,-51.0207,4918.5932
30.9600,51.9159,345.7787,-1.8286,-1.0056,500.0000,-51.0019,4918.5704
30.9700,51.8976,345.7687,-1.8297,-1.0054,500.0000,-50.9831,4918.5475
30.9800,51.8793,345.7586,-1.8307,-1.0051,500.0000,-50.9642,4918.5248
30.9900,51.8610,345.7486,-1.8317,-1.0048,500.0000,-50.9454,4918.5020
31.0000,51.8427,345.7385,-1.8327,-1.0046,500.0000,-50.9266,4918.4793
31.0100,51.8244,345.7285,-1.8337,-1.0043,500.0000,-50.9078,4918.4566
31.0200,51.8060,345.7184,-1.8348,-1.0040,500.0000,-50.8889,4918.4339
31.0300,51.7877,345.7084,-1.8358,-1.0037,500.0000,-50.8700,4918.4113
31.0400,51.7693,345.6984,-1.8368,-1.0035,500.0000,-50.8512,4918.3887
31.0500,51.7509,345.6883,-1.8378,-1.0032,500.0000,-50.8323,4918.3661
31.0600,51.7326,345.6783,-1.8388,-1.0029,500.0000,-50.8134,4918.3436
31.0700,51.7142,345.6683,-1.8398,-1.0027,500.0000,-50.7945,4918.3211
31.0800,51.6958,345.6583,-1.8408,-1.0024,500.0000,-50.7756,4918.2986
31.0900,51.6773,345.6482,-1.8419,-1.0021,500.0000,-50.7567,4918.2762
31.1000,51.6589,345.6382,-1.8429,-1.0019,500.0000,-50.7377,4918.2538
31.1100,51.6405,345.6282,-1.8439,-1.0016,500.0000,-50.7188,4918.2314
31.1200,51.6220,345.6182,-1.8449,-1.0013,500.0000,-50.6998,4918.2091
31.1300,51.6036,345.6082,-1.8459,-1.0011,500.0000,-50.6809,4918.1868
31.1400,51.5851,345.5982,-1.8469,-1.0008,500.0000,-50.6619,4918.1645
31.1500,51.5666,345.5881,-1.8479,-1.0006,500.0000,-50.6429,4918.1422
31.1600,51.5482,345.5781,-1.8490,-1.0003,500.0000,-50.6239,4918.1200
31.1700,51.5297,345.5681,-1.8500,-1.0000,500.0000,-50.6049,4918.0979
31.1800,51.5112,345.5581,-1.8510,-0.9998,500.0000,-50.5859,4918.0757
31.1900,51.4926,345.5481,-1.8520,-0.9995,500.0000,-50.5669,4918.0536
31.2000,51.4741,345.5382,-1.8530,-0.9992,500.0000,-50.5479,4918.0315
31.2100,51.4556,345.5282,-1.8540,-0.9990,500.0000,-50.5288,4918.0095
31.2200,51.4370,345.5182,-1.8550,-0.9987,500.0000,-50.5098,4917.9875
31.2300,51.4185,345.5082,-1.8560,-0.9985,500.0000,-50.4907,4917.9655
31.2400,51.3999,345.4982,-1.8570,-0.9982,500.0000,-50.4716,4917.9435
31.2500,51.3813,345.4882,-1.8581,-0.9979,500.0000,-50.4526,4917.9216
31.2600,51.3628,345.4782,-1.8591,-0.9977,500.0000,-50.4335,4917.8997
31.2700,51.3442,345.4683,-1.8601,-0.9974,500.0000,-50.4144,4917.8779
31.2800,51.3256,345.4583,-1.8611,-0.9972,500.0000,-50.3953,4917.8560
31.2900,51.3069,345.4483,-1.8621,-0.9969,500.0000,-50.3762,4917.8343
31.3000,51.2883,345.4384,-1.8631,-0.9967,500.0000,-50.3570,4917.8125
31.3100,51.2697,345.4284,-1.8641,-0.9964,500.0000,-50.3379,4917.7908
31.3200,51.2510,345.4184,-1.8651,-0.9961,500.0000,-50.3187,4917.7691
31.3300,51.2324,345.4085,-1.8661,-0.9959,500.0000,-50.2996,4917.7474
31.3400,51.2137,345.3985,-1.8671,-0.9956,500.0000,-50.2804,4917.7258
31.3500,51.1950,345.3886,-1.8681,-0.9954,500.0000,-50.2612,4917.7042
31.3600,51.1763,345.3786,-1.8691,-0.9951,500.0000,-50.2420,4917.6826
31.3700,51.1577,345.3687,-1.8701,-0.9949,500.0000,-50.2228,4917.6611
31.3800,51.1389,345.3587,-1.8711,-0.9946,500.0000,-50.2036,4917.6395
31.3900,51.1202,345.3488,-1.8721,-0.9944,500.0000,-50.1844,4917.6181
31.4000,51.1015,345.3388,-1.8731,-0.9941,500.0000,-50.1652,4917.5966
31.4100,51.0828,345.3289,-1.8741,-0.9939,500.0000,-50.1459,4917.5752
31.4200,51.0640,345.3189,-1.8752,-0.9936,500.0000,-50.1267,4917.5538
31.4300,51.0453,345.3090,-1.8762,-0.9934,500.0000,-50.1074,4917.5325
31.4400,51.0265,345.2991,-1.8772,-0.9931,500.0000,-50.0882,4917.5112
31.4500,51.0077,345.2891,-1.8782,-0.9929,500.0000,-50.0689,4917.4899
31.4600,50.9889,345.2792,-1.8792,-0.9926,500.0000,-50.0496,4917.4686
31.4700,50.9701,345.2693,-1.8802,-0.9924,500.0000,-50.0303,4917.4474
31.4800,50.9513,345.2594,-1.8812,-0.9921,500.0000,-50.0110,4917.4262
31.4900,50.9325,345.2495,-1.8822,-0.9919,500.0000,-49.9917,4917.4050
31.5000,50.9137,345.2395,-1.8832,-0.9916,500.0000,-49.9724,4917.3839
31.5100,50.8949,345.2296,-1.8842,-0.9914,500.0000,-49.9530,4917.3628
31.5200,50.8760,345.2197,-1.8852,-0.9911,500.0000,-49.9337,4917.3417
31.5300,50.8571,345.2098,-1.8862,-0.9909,500.0000,-49.9143,4917.3207
31.5400,50.8383,345.1999,-1.8872,-0.9906,500.0000,-49.8950,4917.2996
31.5500,50.8194,345.1900,-1.8881,-0.9904,500.0000,-49.8756,4917.2787
31.5600,50.8005,345.1801,-1.8891,-0.9901,500.0000,-49.8562,4917.2577
31.5700,50.7816,345.1702,-1.8901,-0.9899,500.0000,-49.8368,4917.2368
31.5800,50.7627,345.1603,-1.8911,-0.9896,500.0000,-49.8174,4917.2159
31.5900,50.7438,345.1504,-1.8921,-0.9894,500.0000,-49.7980,4917.1950
31.6000,50.7249,345.1405,-1.8931,-0.9891,500.0000,-49.7786,4917.1742
31.6100,50.7059,345.1306,-1.8941,-0.9889,500.0000,-49.7591,4917.1534
31.6200,50.6870,345.1207,-1.8951,-0.9887,500.0000,-49.7397,4917.1326
31.6300,50.6680,345.1108,-1.8961,-0.9884,500.0000,-49.7202,4917.1119
31.6400,50.6491,345.1010,-1.8971,-0.9882,500.0000,-49.7008,4917.0912
31.6500,50.6301,345.0911,-1.8981,-0.9879,500.0000,-49.6813,4917.0705
31.6600,50.6111,345.0812,-1.8991,-0.9877,500.0000,-49.6618,4917.0499
31.6700,50.5921,345.0713,-1.9001,-0.9875,500.0000,-49.6423,4917.0292
31.6800,50.5731,345.0614,-1.9011,-0.9872,500.0000,-49.6228,4917.0086
31.6900,50.5541,345.0516,-1.9021,-0.9870,500.0000,-49.6033,4916.9881
31.7000,50.5351,345.0417,-1.9031,-0.9867,500.0000,-49.5838,4916.9676
31.7100,50.5160,345.0318,-1.9041,-0.9865,500.0000,-49.5642,4916.9471
31.7200,50.4970,345.0220,-1.9050,-0.9863,500.0000,-49.5447,4916.9266
31.7300,50.4779,345.0121,-1.9060,-0.9860,500.0000,-49.5252,4916.9062
31.7400,50.4589,345.0023,-1.9070,-0.9858,500.0000,-49.5056,4916.8857
31.7500,50.4398,344.9924,-1.9080,-0.9855,500.0000,-49.4860,4916.8654
31.7600,50.4207,344.9825,-1.9090,-0.9853,500.0000,-49.4664,4916.8450
31.7700,50.4016,344.9727,-1.9100,-0.9851,500.0000,-49.4469,4916.8247
31.7800,50.3825,344.9628,-1.9110,-0.9848,500.0000,-49.4273,4916.8044
31.7900,50.3634,344.9530,-1.9120,-0.9846,500.0000,-49.4076,4916.7841
31.8000,50.3443,344.9432,-1.9130,-0.9844,500.0000,-49.3880,4916.7639
31.8100,50.3251,344.9333,-1.9139,-0.9841,500.0000,-49.3684,4916.7437
31.8200,50.3060,344.9235,-1.9149,-0.9839,500.0000,-49.3488,4916.7235
31.8300,50.2868,344.9136,-1.9159,-0.9836,500.0000,-49.3291,4916.7034
31.8400,50.2677,344.9038,-1.9169,-0.9834,500.0000,-49.3095,4916.6833
31.8500,50.2485,344.8940,-1.9179,-0.9832,500.0000,-49.2898,4916.6632
31.8600,50.2293,344.8841,-1.9189,-0.9829,500.0000,-49.2701,4916.6431
31.8700,50.2101,344.8743,-1.9199,-0.9827,500.0000,-49.2504,4916.6231
31.8800,50.1909,344.8645,-1.9208,-0.9825,500.0000,-49.2307,4916.6031
31.8900,50.1717,344.8547,-1.9218,-0.9822,500.0000,-49.2110,4916.5831
31.9000,50.1525,344.8448,-1.9228,-0.9820,500.0000,-49.1913,4916.5632
31.9100,50.1332,344.8350,-1.9238,-0.9818,500.0000,-49.1716,4916.5433
31.9200,50.1140,344.8252,-1.9248,-0.9816,500.0000,-49.1519,4916.5234
31.9300,50.0947,344.8154,-1.9258,-0.9813,500.0000,-49.1321,4916.5035
31.9400,50.0755,344.8056,-1.9267,-0.9811,500.0000,-49.1124,4916.4837
31.9500,50.0562,344.7958,-1.9277,-0.9809,500.0000,-49.0926,4916.4639
31.9600,50.0369,344.7860,-1.9287,-0.9806,500.0000,-49.0728,4916.4442
31.9700,50.0176,344.7761,-1.9297,-0.9804,500.0000,-49.0530,4916.4244
31.9800,49.9983,344.7663,-1.9307,-0.9802,500.0000,-49.0332,4916.4047
31.9900,49.9790,344.7565,-1.9317,-0.9799,500.0000,-49.0134,4916.3850
32.0000,49.9597,344.7467,-1.9326,-0.9797,500.0000,-48.9936,4916.3654
32.0100,49.9404,344.7370,-1.9336,-0.9795,500.0000,-48.9738,4916.3457
32.0200,49.9210,344.7272,-1.9346,-0.9793,500.0000,-48.9540,4916.3262
32.0300,49.9017,344.7174,-1.9356,-0.9790,500.0000,-48.9341,4916.3066
32.0400,49.8823,344.7076,-1.9365,-0.9788,500.0000,-48.9143,4916.2870
32.0500,49.8629,344.6978,-1.9375,-0.9786,500.0000,-48.8944,4916.2675
