Time,X,Y,Vx,Vy,Mass,ThrustX,ThrustY
0.0000,50.0000,500.0000,2.0000,-20.0000,500.0000,-2400.0000,8000.0000
0.0100,50.0198,499.8003,1.9520,-19.9381,500.0000,-51.0078,6194.5204
0.0200,50.0393,499.6011,1.9510,-19.9123,500.0000,-51.0150,6300.8777
0.0300,50.0588,499.4021,1.9500,-19.8844,500.0000,-51.0340,6292.3545
0.0400,50.0783,499.2034,1.9489,-19.8566,500.0000,-51.0530,6290.7376
0.0500,50.0978,499.0049,1.9479,-19.8289,500.0000,-51.0720,6288.7088
0.0600,50.1172,498.8068,1.9469,-19.8012,500.0000,-51.0909,6286.7078
0.0700,50.1367,498.6089,1.9459,-19.7736,500.0000,-51.1099,6284.7082
0.0800,50.1561,498.4113,1.9448,-19.7460,500.0000,-51.1288,6282.7115
0.0900,50.1756,498.2140,1.9438,-19.7184,500.0000,-51.1478,6280.7178
0.1000,50.1950,498.0169,1.9428,-19.6909,500.0000,-51.1667,6278.7269
0.1100,50.2144,497.8202,1.9418,-19.6634,500.0000,-51.1856,6276.7389
0.1200,50.2339,497.6237,1.9408,-19.6360,500.0000,-51.2045,6274.7538
0.1300,50.2533,497.4275,1.9397,-19.6086,500.0000,-51.2234,6272.7716
0.1400,50.2727,497.2315,1.9387,-19.5812,500.0000,-51.2423,6270.7922
0.1500,50.2920,497.0358,1.9377,-19.5539,500.0000,-51.2611,6268.8156
0.1600,50.3114,496.8404,1.9367,-19.5266,500.0000,-51.2800,6266.8420
0.1700,50.3308,496.6453,1.9356,-19.4994,500.0000,-51.2988,6264.8711
0.1800,50.3501,496.4504,1.9346,-19.4722,500.0000,-51.3177,6262.9032
0.1900,50.3695,496.2559,1.9336,-19.4450,500.0000,-51.3365,6260.9380
0.2000,50.3888,496.0615,1.9325,-19.4179,500.0000,-51.3553,6258.9757
0.2100,50.4081,495.8675,1.9315,-19.3908,500.0000,-51.3741,6257.0163
0.2200,50.4274,495.6737,1.9305,-19.3638,500.0000,-51.3929,6255.0596
0.2300,50.4467,495.4802,1.9295,-19.3368,500.0000,-51.4117,6253.1058
0.2400,50.4660,495.2870,1.9284,-19.3098,500.0000,-51.4305,6251.1548
0.2500,50.4853,495.0940,1.9274,-19.2829,500.0000,-51.4493,6249.2067
0.2600,50.5046,494.9013,1.9264,-19.2560,500.0000,-51.4680,6247.2613
0.2700,50.5238,494.7089,1.9253,-19.2292,500.0000,-51.4868,6245.3188
0.2800,50.5431,494.5167,1.9243,-19.2023,500.0000,-51.5055,6243.3790
0.2900,50.5623,494.3249,1.9233,-19.1756,500.0000,-51.5242,6241.4421
0.3000,50.5815,494.1332,1.9223,-19.1488,500.0000,-51.5429,6239.5080
0.3100,50.6008,493.9419,1.9212,-19.1221,500.0000,-51.5616,6237.5766
0.3200,50.6200,493.7508,1.9202,-19.0955,500.0000,-51.5803,6235.6481
0.3300,50.6392,493.5600,1.9192,-19.0689,500.0000,-51.5990,6233.7223
0.3400,50.6583,493.3694,1.9181,-19.0423,500.0000,-51.6177,6231.7993
0.3500,50.6775,493.1791,1.9171,-19.0158,500.0000,-51.6363,6229.8791
0.3600,50.6967,492.9891,1.9161,-18.9893,500.0000,-51.6550,6227.9617
0.3700,50.7158,492.7993,1.9150,-18.9628,500.0000,-51.6736,6226.0470
0.3800,50.7350,492.6098,1.9140,-18.9364,500.0000,-51.6922,6224.1351
0.3900,50.7541,492.4206,1.9130,-18.9100,500.0000,-51.7109,6222.2260
0.4000,50.7732,492.2316,1.9119,-18.8836,500.0000,-51.7295,6220.3196
0.4100,50.7924,492.0429,1.9109,-18.8573,500.0000,-51.7481,6218.4159
0.4200,50.8115,491.8545,1.9099,-18.8310,500.0000,-51.7666,6216.5151
0.4300,50.8306,491.6663,1.9088,-18.8048,500.0000,-51.7852,6214.6169
0.4400,50.8496,491.4784,1.9078,-18.7786,500.0000,-51.8038,6212.7215
0.4500,50.8687,491.2907,1.9067,-18.7525,500.0000,-51.8223,6210.8289
0.4600,50.8878,491.1034,1.9057,-18.7263,500.0000,-51.8409,6208.9390
0.4700,50.9068,490.9162,1.9047,-18.7003,500.0000,-51.8594,6207.0518
0.4800,50.9259,490.7293,1.9036,-18.6742,500.0000,-51.8779,6205.1673
0.4900,50.9449,490.5427,1.9026,-18.6482,500.0000,-51.8965,6203.2856
0.5000,50.9639,490.3564,1.9016,-18.6222,500.0000,-51.9150,6201.4065
0.5100,50.9829,490.1703,1.9005,-18.5963,500.0000,-51.9335,6199.5302
0.5200,51.0019,489.9845,1.8995,-18.5704,500.0000,-51.9519,6197.6566
0.5300,51.0209,489.7989,1.8984,-18.5446,500.0000,-51.9704,6195.7857
0.5400,51.0399,489.6136,1.8974,-18.5187,500.0000,-51.9889,6193.9176
0.5500,51.0589,489.4285,1.8964,-18.4930,500.0000,-52.0073,6192.0521
0.5600,51.0778,489.2437,1.8953,-18.4672,500.0000,-52.0257,6190.1893
0.5700,51.0968,489.0592,1.8943,-18.4415,500.0000,-52.0442,6188.3292
0.5800,51.1157,488.8749,1.8932,-18.4158,500.0000,-52.0626,6186.4717
0.5900,51.1346,488.6908,1.8922,-18.3902,500.0000,-52.0810,6184.6170
0.6000,51.1536,488.5071,1.8912,-18.3646,500.0000,-52.0994,6182.7649
0.6100,51.1725,488.3236,1.8901,-18.3390,500.0000,-52.1178,6180.9156
0.6200,51.1914,488.1403,1.8891,-18.3135,500.0000,-52.1362,6179.0688
0.6300,51.2102,487.9573,1.8880,-18.2880,500.0000,-52.1545,6177.2248
0.6400,51.2291,487.7745,1.8870,-18.2626,500.0000,-52.1729,6175.3834
0.6500,51.2480,487.5920,1.8859,-18.2372,500.0000,-52.1912,6173.5447
0.6600,51.2668,487.4098,1.8849,-18.2118,500.0000,-52.2095,6171.7086
0.6700,51.2857,487.2278,1.8839,-18.1865,500.0000,-52.2279,6169.8752
0.6800,51.3045,487.0461,1.8828,-18.1612,500.0000,-52.2462,6168.0445
0.6900,51.3233,486.8646,1.8818,-18.1359,500.0000,-52.2645,6166.2163
0.7000,51.3421,486.6833,1.8807,-18.1107,500.0000,-52.2828,6164.3909
0.7100,51.3610,486.5024,1.8797,-18.0855,500.0000,-52.3010,6162.5680
0.7200,51.3797,486.3216,1.8786,-18.0603,500.0000,-52.3193,6160.7478
0.7300,51.3985,486.1411,1.8776,-18.0352,500.0000,-52.3376,6158.9302
0.7400,51.4173,485.9609,1.8765,-18.0101,500.0000,-52.3558,6157.1153
0.7500,51.4361,485.7809,1.8755,-17.9851,500.0000,-52.3741,6155.3029
0.7600,51.4548,485.6012,1.8744,-17.9601,500.0000,-52.3923,6153.4932
0.7700,51.4735,485.4217,1.8734,-17.9351,500.0000,-52.4105,6151.6861
0.7800,51.4923,485.2425,1.8723,-17.9102,500.0000,-52.4287,6149.8816
0.7900,51.5110,485.0635,1.8713,-17.8853,500.0000,-52.4469,6148.0797
0.8000,51.5297,484.8848,1.8702,-17.8604,500.0000,-52.4651,6146.2804
0.8100,51.5484,484.7063,1.8692,-17.8356,500.0000,-52.4833,6144.4838
0.8200,51.5671,484.5281,1.8681,-17.8108,500.0000,-52.5014,6142.6897
0.8300,51.5858,484.3501,1.8671,-17.7860,500.0000,-52.5196,6140.8982
0.8400,51.6044,484.1724,1.8660,-17.7613,500.0000,-52.5377,6139.1093
0.8500,51.6231,483.9949,1.8650,-17.7366,500.0000,-52.5558,6137.3229
0.8600,51.6417,483.8176,1.8639,-17.7120,500.0000,-52.5740,6135.5392
0.8700,51.6604,483.6407,1.8629,-17.6873,500.0000,-52.5921,6133.7580
0.8800,51.6790,483.4639,1.8618,-17.6628,500.0000,-52.6102,6131.9794
0.8900,51.6976,483.2874,1.8608,-17.6382,500.0000,-52.6282,6130.2034
0.9000,51.7162,483.1111,1.8597,-17.6137,500.0000,-52.6463,6128.4299
0.9100,51.7348,482.9351,1.8587,-17.5892,500.0000,-52.6644,6126.6590
0.9200,51.7534,482.7594,1.8576,-17.5648,500.0000,-52.6824,6124.8907
0.9300,51.7719,482.5838,1.8566,-17.5404,500.0000,-52.7005,6123.1249
0.9400,51.7905,482.4085,1.8555,-17.5160,500.0000,-52.7185,6121.3617
0.9500,51.8091,482.2335,1.8545,-17.4917,500.0000,-52.7365,6119.6010
0.9600,51.8276,482.0587,1.8534,-17.4674,500.0000,-52.7546,6117.8428
0.9700,51.8461,481.8842,1.8523,-17.4431,500.0000,-52.7726,6116.0872
0.9800,51.8646,481.7098,1.8513,-17.4189,500.0000,-52.7905,6114.3341
0.9900,51.8831,481.5358,1.8502,-17.3947,500.0000,-52.8085,6112.5836
1.0000,51.9016,481.3620,1.8492,-17.3706,500.0000,-52.8265,6110.8356
1.0100,51.9201,481.1884,1.8481,-17.3465,500.0000,-52.8445,6109.0901
1.0200,51.9386,481.0150,1.8471,-17.3224,500.0000,-52.8624,6107.3471
1.0300,51.9571,480.8419,1.8460,-17.2983,500.0000,-52.8803,6105.6067
1.0400,51.9755,480.6691,1.8449,-17.2743,500.0000,-52.8983,6103.8688
1.0500,51.9940,480.4964,1.8439,-17.2503,500.0000,-52.9162,6102.1333
1.0600,52.0124,480.3240,1.8428,-17.2264,500.0000,-52.9341,6100.4004
1.0700,52.0308,480.1519,1.8418,-17.2025,500.0000,-52.9520,6098.6700
1.0800,52.0492,479.9800,1.8407,-17.1786,500.0000,-52.9699,6096.9421
1.0900,52.0676,479.8083,1.8397,-17.1547,500.0000,-52.9877,6095.2167
1.1000,52.0860,479.6369,1.8386,-17.1309,500.0000,-53.0056,6093.4937
1.1100,52.1044,479.4657,1.8375,-17.1072,500.0000,-53.0234,6091.7733
1.1200,52.1228,479.2948,1.8365,-17.0834,500.0000,-53.0413,6090.0553
1.1300,52.1411,479.1240,1.8354,-17.0597,500.0000,-53.0591,6088.3399
1.1400,52.1595,478.9536,1.8343,-17.0361,500.0000,-53.0769,6086.6269
1.1500,52.1778,478.7833,1.8333,-17.0124,500.0000,-53.0947,6084.9164
1.1600,52.1962,478.6133,1.8322,-16.9888,500.0000,-53.1125,6083.2083
1.1700,52.2145,478.4435,1.8312,-16.9652,500.0000,-53.1303,6081.5027
1.1800,52.2328,478.2740,1.8301,-16.9417,500.0000,-53.1481,6079.7996
1.1900,52.2511,478.1047,1.8290,-16.9182,500.0000,-53.1659,6078.0990
1.2000,52.2694,477.9356,1.8280,-16.8947,500.0000,-53.1836,6076.4008
1.2100,52.2876,477.7668,1.8269,-16.8713,500.0000,-53.2014,6074.7050
1.2200,52.3059,477.5982,1.8258,-16.8479,500.0000,-53.2191,6073.0117
1.2300,52.3242,477.4299,1.8248,-16.8246,500.0000,-53.2368,6071.3209
1.2400,52.3424,477.2617,1.8237,-16.8012,500.0000,-53.2545,6069.6324
1.2500,52.3606,477.0938,1.8226,-16.7779,500.0000,-53.2722,6067.9465
1.2600,52.3788,476.9262,1.8216,-16.7547,500.0000,-53.2899,6066.2629
1.2700,52.3971,476.7587,1.8205,-16.7314,500.0000,-53.3076,6064.5818
1.2800,52.4153,476.5915,1.8195,-16.7082,500.0000,-53.3252,6062.9031
1.2900,52.4334,476.4246,1.8184,-16.6851,500.0000,-53.3429,6061.2269
1.3000,52.4516,476.2578,1.8173,-16.6620,500.0000,-53.3605,6059.5531
1.3100,52.4698,476.0913,1.8162,-16.6389,500.0000,-53.3782,6057.8817
1.3200,52.4879,475.9251,1.8152,-16.6158,500.0000,-53.3958,6056.2127
1.3300,52.5061,475.7590,1.8141,-16.5928,500.0000,-53.4134,6054.5461
1.3400,52.5242,475.5932,1.8130,-16.5698,500.0000,-53.4310,6052.8819
1.3500,52.5424,475.4276,1.8120,-16.5468,500.0000,-53.4486,6051.2201
1.3600,52.5605,475.2623,1.8109,-16.5239,500.0000,-53.4662,6049.5607
1.3700,52.5786,475.0971,1.8098,-16.5010,500.0000,-53.4838,6047.9037
1.3800,52.5967,474.9323,1.8088,-16.4781,500.0000,-53.5013,6046.2492
1.3900,52.6148,474.7676,1.8077,-16.4553,500.0000,-53.5189,6044.5970
1.4000,52.6328,474.6031,1.8066,-16.4325,500.0000,-53.5364,6042.9472
1.4100,52.6509,474.4389,1.8056,-16.4097,500.0000,-53.5539,6041.2997
1.4200,52.6689,474.2750,1.8045,-16.3870,500.0000,-53.5714,6039.6547
1.4300,52.6870,474.1112,1.8034,-16.3643,500.0000,-53.5889,6038.0120
1.4400,52.7050,473.9477,1.8023,-16.3417,500.0000,-53.6064,6036.3717
1.4500,52.7230,473.7844,1.8013,-16.3190,500.0000,-53.6239,6034.7338
1.4600,52.7410,473.6213,1.8002,-16.2964,500.0000,-53.6414,6033.0982
1.4700,52.7590,473.4584,1.7991,-16.2739,500.0000,-53.6589,6031.4650
1.4800,52.7770,473.2958,1.7980,-16.2513,500.0000,-53.6763,6029.8342
1.4900,52.7950,473.1334,1.7970,-16.2288,500.0000,-53.6937,6028.2057
1.5000,52.8129,472.9712,1.7959,-16.2064,500.0000,-53.7112,6026.5796
1.5100,52.8309,472.8093,1.7948,-16.1839,500.0000,-53.7286,6024.9558
1.5200,52.8488,472.6476,1.7937,-16.1615,500.0000,-53.7460,6023.3343
1.5300,52.8668,472.4860,1.7927,-16.1392,500.0000,-53.7634,6021.7152
1.5400,52.8847,472.3248,1.7916,-16.1168,500.0000,-53.7808,6020.0985
1.5500,52.9026,472.1637,1.7905,-16.0945,500.0000,-53.7981,6018.4840
1.5600,52.9205,472.0029,1.7894,-16.0722,500.0000,-53.8155,6016.8720
1.5700,52.9384,471.8423,1.7884,-16.0500,500.0000,-53.8329,6015.2622
1.5800,52.9563,471.6819,1.7873,-16.0278,500.0000,-53.8502,6013.6548
1.5900,52.9741,471.5217,1.7862,-16.0056,500.0000,-53.8675,6012.0496
1.6000,52.9920,471.3618,1.7851,-15.9835,500.0000,-53.8848,6010.4468
1.6100,53.0098,471.2020,1.7841,-15.9614,500.0000,-53.9021,6008.8464
1.6200,53.0277,471.0425,1.7830,-15.9393,500.0000,-53.9194,6007.2482
1.6300,53.0455,470.8833,1.7819,-15.9172,500.0000,-53.9367,6005.6523
1.6400,53.0633,470.7242,1.7808,-15.8952,500.0000,-53.9540,6004.0588
1.6500,53.0811,470.5653,1.7797,-15.8732,500.0000,-53.9713,6002.4675
1.6600,53.0989,470.4067,1.7787,-15.8513,500.0000,-53.9885,6000.8786
1.6700,53.1167,470.2483,1.7776,-15.8294,500.0000,-54.0058,5999.2919
1.6800,53.1345,470.0901,1.7765,-15.8075,500.0000,-54.0230,5997.7075
1.6900,53.1522,469.9322,1.7754,-15.7856,500.0000,-54.0402,5996.1254
1.7000,53.1700,469.7744,1.7743,-15.7638,500.0000,-54.0574,5994.5456
1.7100,53.1877,469.6169,1.7733,-15.7420,500.0000,-54.0746,5992.9681
1.7200,53.2054,469.4596,1.7722,-15.7202,500.0000,-54.0918,5991.3929
1.7300,53.2232,469.3025,1.7711,-15.6985,500.0000,-54.1090,5989.8199
1.7400,53.2409,469.1456,1.7700,-15.6768,500.0000,-54.1261,5988.2492
1.7500,53.2586,468.9890,1.7689,-15.6551,500.0000,-54.1433,5986.6808
1.7600,53.2762,468.8325,1.7678,-15.6335,500.0000,-54.1604,5985.1147
1.7700,53.2939,468.6763,1.7668,-15.6119,500.0000,-54.1776,5983.5508
1.7800,53.3116,468.5203,1.7657,-15.5903,500.0000,-54.1947,5981.9892
1.7900,53.3292,468.3645,1.7646,-15.5688,500.0000,-54.2118,5980.4298
1.8000,53.3469,468.2089,1.7635,-15.5473,500.0000,-54.2289,5978.8726
1.8100,53.3645,468.0535,1.7624,-15.5258,500.0000,-54.2460,5977.3178
1.8200,53.3821,467.8984,1.7613,-15.5043,500.0000,-54.2631,5975.7651
1.8300,53.3997,467.7434,1.7603,-15.4829,500.0000,-54.2801,5974.2148
1.8400,53.4173,467.5887,1.7592,-15.4615,500.0000,-54.2972,5972.6666
1.8500,53.4349,467.4342,1.7581,-15.4402,500.0000,-54.3142,5971.1207
1.8600,53.4525,467.2799,1.7570,-15.4188,500.0000,-54.3313,5969.5770
1.8700,53.4700,467.1258,1.7559,-15.3975,500.0000,-54.3483,5968.0356
1.8800,53.4876,466.9720,1.7548,-15.3763,500.0000,-54.3653,5966.4963
1.8900,53.5051,466.8183,1.7537,-15.3551,500.0000,-54.3823,5964.9594
1.9000,53.5227,466.6649,1.7526,-15.3338,500.0000,-54.3993,5963.4246
1.9100,53.5402,466.5116,1.7516,-15.3127,500.0000,-54.4162,5961.8920
1.9200,53.5577,466.3586,1.7505,-15.2915,500.0000,-54.4332,5960.3617
1.9300,53.5752,466.2058,1.7494,-15.2704,500.0000,-54.4502,5958.8335
1.9400,53.5927,466.0532,1.7483,-15.2493,500.0000,-54.4671,5957.3076
1.9500,53.6102,465.9008,1.7472,-15.2283,500.0000,-54.4840,5955.7839
1.9600,53.6276,465.7486,1.7461,-15.2073,500.0000,-54.5010,5954.2623
1.9700,53.6451,465.5967,1.7450,-15.1863,500.0000,-54.5179,5952.7430
1.9800,53.6625,465.4449,1.7439,-15.1653,500.0000,-54.5348,5951.2259
1.9900,53.6800,465.2934,1.7428,-15.1444,500.0000,-54.5517,5949.7109
2.0000,53.6974,465.1420,1.7417,-15.1235,500.0000,-54.5685,5948.1982
2.0100,53.7148,464.9909,1.7407,-15.1026,500.0000,-54.5854,5946.6876
2.0200,53.7322,464.8400,1.7396,-15.0818,500.0000,-54.6023,5945.1792
2.0300,53.7496,464.6893,1.7385,-15.0610,500.0000,-54.6191,5943.6730
2.0400,53.7670,464.5388,1.7374,-15.0402,500.0000,-54.6359,5942.1690
2.0500,53.7843,464.3885,1.7363,-15.0195,500.0000,-54.6528,5940.6671
2.0600,53.8017,464.2384,1.7352,-14.9988,500.0000,-54.6696,5939.1674
2.0700,53.8190,464.0885,1.7341,-14.9781,500.0000,-54.6864,5937.6699
2.0800,53.8364,463.9388,1.7330,-14.9574,500.0000,-54.7032,5936.1746
2.0900,53.8537,463.7893,1.7319,-14.9368,500.0000,-54.7199,5934.6814
2.1000,53.8710,463.6401,1.7308,-14.9162,500.0000,-54.7367,5933.1903
2.1100,53.8883,463.4910,1.7297,-14.8956,500.0000,-54.7535,5931.7014
2.1200,53.9056,463.3422,1.7286,-14.8751,500.0000,-54.7702,5930.2147
2.1300,53.9229,463.1935,1.7275,-14.8546,500.0000,-54.7869,5928.7301
2.1400,53.9402,463.0451,1.7264,-14.8341,500.0000,-54.8037,5927.2477
2.1500,53.9574,462.8968,1.7253,-14.8137,500.0000,-54.8204,5925.7673
2.1600,53.9747,462.7488,1.7242,-14.7932,500.0000,-54.8371,5924.2892
2.1700,53.9919,462.6010,1.7231,-14.7728,500.0000,-54.8538,5922.8131
2.1800,54.0091,462.4533,1.7220,-14.7525,500.0000,-54.8704,5921.3392
2.1900,54.0264,462.3059,1.7209,-14.7322,500.0000,-54.8871,5919.8675
2.2000,54.0436,462.1587,1.7198,-14.7119,500.0000,-54.9038,5918.3978
2.2100,54.0607,462.0117,1.7188,-14.6916,500.0000,-54.9204,5916.9303
2.2200,54.0779,461.8649,1.7177,-14.6713,500.0000,-54.9370,5915.4649
2.2300,54.0951,461.7182,1.7166,-14.6511,500.0000,-54.9537,5914.0016
2.2400,54.1123,461.5718,1.7155,-14.6310,500.0000,-54.9703,5912.5404
2.2500,54.1294,461.4256,1.7144,-14.6108,500.0000,-54.9869,5911.0814
2.2600,54.1465,461.2796,1.7133,-14.5907,500.0000,-55.0035,5909.6244
2.2700,54.1637,461.1338,1.7122,-14.5706,500.0000,-55.0200,5908.1696
2.2800,54.1808,460.9882,1.7111,-14.5505,500.0000,-55.0366,5906.7168
2.2900,54.1979,460.8428,1.7100,-14.5305,500.0000,-55.0531,5905.2662
2.3000,54.2150,460.6976,1.7088,-14.5105,500.0000,-55.0697,5903.8176
2.3100,54.2321,460.5526,1.7077,-14.4905,500.0000,-55.0862,5902.3712
2.3200,54.2491,460.4078,1.7066,-14.4705,500.0000,-55.1027,5900.9268
2.3300,54.2662,460.2632,1.7055,-14.4506,500.0000,-55.1193,5899.4845
2.3400,54.2833,460.1188,1.7044,-14.4307,500.0000,-55.1358,5898.0443
2.3500,54.3003,459.9746,1.7033,-14.4109,500.0000,-55.1522,5896.6062
2.3600,54.3173,459.8306,1.7022,-14.3910,500.0000,-55.1687,5895.1701
2.3700,54.3343,459.6867,1.7011,-14.3712,500.0000,-55.1852,5893.7362
2.3800,54.3513,459.5431,1.7000,-14.3514,500.0000,-55.2016,5892.3043
2.3900,54.3683,459.3997,1.6989,-14.3317,500.0000,-55.2181,5890.8744
2.4000,54.3853,459.2565,1.6978,-14.3120,500.0000,-55.2345,5889.4467
2.4100,54.4023,459.1135,1.6967,-14.2923,500.0000,-55.2509,5888.0210
2.4200,54.4193,458.9707,1.6956,-14.2726,500.0000,-55.2673,5886.5973
2.4300,54.4362,458.8280,1.6945,-14.2530,500.0000,-55.2837,5885.1757
2.4400,54.4531,458.6856,1.6934,-14.2334,500.0000,-55.3001,5883.7562
2.4500,54.4701,458.5434,1.6923,-14.2138,500.0000,-55.3165,5882.3387
2.4600,54.4870,458.4013,1.6912,-14.1942,500.0000,-55.3329,5880.9233
2.4700,54.5039,458.2595,1.6901,-14.1747,500.0000,-55.3492,5879.5099
2.4800,54.5208,458.1178,1.6890,-14.1552,500.0000,-55.3656,5878.0985
2.4900,54.5377,457.9764,1.6879,-14.1358,500.0000,-55.3819,5876.6892
2.5000,54.5546,457.8351,1.6868,-14.1163,500.0000,-55.3982,5875.2819
2.5100,54.5714,457.6940,1.6856,-14.0969,500.0000,-55.4145,5873.8767
2.5200,54.5883,457.5532,1.6845,-14.0775,500.0000,-55.4308,5872.4735
2.5300,54.6051,457.4125,1.6834,-14.0582,500.0000,-55.4471,5871.0723
2.5400,54.6219,457.2720,1.6823,-14.0389,500.0000,-55.4634,5869.6731
2.5500,54.6388,457.1317,1.6812,-14.0196,500.0000,-55.4796,5868.2760
2.5600,54.6556,456.9916,1.6801,-14.0003,500.0000,-55.4959,5866.8809
2.5700,54.6724,456.8517,1.6790,-13.9811,500.0000,-55.5121,5865.4877
2.5800,54.6891,456.7120,1.6779,-13.9618,500.0000,-55.5284,5864.0966
2.5900,54.7059,456.5725,1.6768,-13.9427,500.0000,-55.5446,5862.7076
2.6000,54.7227,456.4331,1.6757,-13.9235,500.0000,-55.5608,5861.3205
2.6100,54.7394,456.2940,1.6745,-13.9044,500.0000,-55.5770,5859.9354
2.6200,54.7562,456.1551,1.6734,-13.8853,500.0000,-55.5932,5858.5523
2.6300,54.7729,456.0163,1.6723,-13.8662,500.0000,-55.6093,5857.1712
2.6400,54.7896,455.8777,1.6712,-13.8472,500.0000,-55.6255,5855.7922
2.6500,54.8063,455.7394,1.6701,-13.8281,500.0000,-55.6416,5854.4151
2.6600,54.8230,455.6012,1.6690,-13.8091,500.0000,-55.6578,5853.0400
2.6700,54.8397,455.4632,1.6679,-13.7902,500.0000,-55.6739,5851.6669
2.6800,54.8564,455.3254,1.6668,-13.7712,500.0000,-55.6900,5850.2957
2.6900,54.8730,455.1877,1.6656,-13.7523,500.0000,-55.7061,5848.9266
2.7000,54.8897,455.0503,1.6645,-13.7335,500.0000,-55.7222,5847.5594
2.7100,54.9063,454.9131,1.6634,-13.7146,500.0000,-55.7383,5846.1942
2.7200,54.9230,454.7760,1.6623,-13.6958,500.0000,-55.7544,5844.8310
2.7300,54.9396,454.6392,1.6612,-13.6770,500.0000,-55.7704,5843.4697
2.7400,54.9562,454.5025,1.6601,-13.6582,500.0000,-55.7865,5842.1104
2.7500,54.9728,454.3660,1.6589,-13.6395,500.0000,-55.8025,5840.7531
2.7600,54.9894,454.2297,1.6578,-13.6207,500.0000,-55.8185,5839.3977
2.7700,55.0059,454.0936,1.6567,-13.6021,500.0000,-55.8346,5838.0443
2.7800,55.0225,453.9577,1.6556,-13.5834,500.0000,-55.8506,5836.6929
2.7900,55.0390,453.8219,1.6545,-13.5648,500.0000,-55.8666,5835.3433
2.8000,55.0556,453.6864,1.6534,-13.5461,500.0000,-55.8825,5833.9958
2.8100,55.0721,453.5510,1.6522,-13.5276,500.0000,-55.8985,5832.6502
2.8200,55.0886,453.4158,1.6511,-13.5090,500.0000,-55.9145,5831.3065
2.8300,55.1051,453.2808,1.6500,-13.4905,500.0000,-55.9304,5829.9648
2.8400,55.1216,453.1460,1.6489,-13.4720,500.0000,-55.9463,5828.6250
2.8500,55.1381,453.0114,1.6478,-13.4535,500.0000,-55.9623,5827.2872
2.8600,55.1546,452.8769,1.6466,-13.4350,500.0000,-55.9782,5825.9512
2.8700,55.1710,452.7427,1.6455,-13.4166,500.0000,-55.9941,5824.6173
2.8800,55.1875,452.6086,1.6444,-13.3982,500.0000,-56.0100,5823.2852
2.8900,55.2039,452.4747,1.6433,-13.3799,500.0000,-56.0259,5821.9551
2.9000,55.2204,452.3410,1.6422,-13.3615,500.0000,-56.0417,5820.6268
2.9100,55.2368,452.2075,1.6410,-13.3432,500.0000,-56.0576,5819.3005
2.9200,55.2532,452.0741,1.6399,-13.3249,500.0000,-56.0734,5817.9762
2.9300,55.2696,451.9410,1.6388,-13.3067,500.0000,-56.0893,5816.6537
2.9400,55.2860,451.8080,1.6377,-13.2884,500.0000,-56.1051,5815.3331
2.9500,55.3023,451.6752,1.6366,-13.2702,500.0000,-56.1209,5814.0145
2.9600,55.3187,451.5426,1.6354,-13.2520,500.0000,-56.1367,5812.6977
2.9700,55.3350,451.4102,1.6343,-13.2339,500.0000,-56.1525,5811.3829
2.9800,55.3514,451.2779,1.6332,-13.2157,500.0000,-56.1682,5810.0700
2.9900,55.3677,451.1458,1.6321,-13.1976,500.0000,-56.1840,5808.7589
3.0000,55.3840,451.0140,1.6309,-13.1796,500.0000,-56.1998,5807.4498
3.0100,55.4003,450.8823,1.6298,-13.1615,500.0000,-56.2155,5806.1425
3.0200,55.4166,450.7507,1.6287,-13.1435,500.0000,-56.2312,5804.8371
3.0300,55.4329,450.6194,1.6276,-13.1255,500.0000,-56.2470,5803.5336
3.0400,55.4492,450.4882,1.6264,-13.1075,500.0000,-56.2627,5802.2320
3.0500,55.4654,450.3572,1.6253,-13.0896,500.0000,-56.2784,5800.9323
3.0600,55.4817,450.2264,1.6242,-13.0716,500.0000,-56.2940,5799.6345
3.0700,55.4979,450.0958,1.6231,-13.0537,500.0000,-56.3097,5798.3385
3.0800,55.5141,449.9654,1.6219,-13.0359,500.0000,-56.3254,5797.0444
3.0900,55.5303,449.8351,1.6208,-13.0180,500.0000,-56.3410,5795.7521
3.1000,55.5465,449.7050,1.6197,-13.0002,500.0000,-56.3567,5794.4618
3.1100,55.5627,449.5751,1.6186,-12.9824,500.0000,-56.3723,5793.1733
3.1200,55.5789,449.4453,1.6174,-12.9647,500.0000,-56.3879,5791.8866
3.1300,55.5951,449.3158,1.6163,-12.9469,500.0000,-56.4035,5790.6019
3.1400,55.6112,449.1864,1.6152,-12.9292,500.0000,-56.4191,5789.3189
3.1500,55.6274,449.0572,1.6140,-12.9115,500.0000,-56.4347,5788.0379
3.1600,55.6435,448.9282,1.6129,-12.8938,500.0000,-56.4503,5786.7586
3.1700,55.6596,448.7993,1.6118,-12.8762,500.0000,-56.4658,5785.4813
3.1800,55.6758,448.6707,1.6107,-12.8586,500.0000,-56.4814,5784.2057
3.1900,55.6919,448.5422,1.6095,-12.8410,500.0000,-56.4969,5782.9320
3.2000,55.7079,448.4138,1.6084,-12.8235,500.0000,-56.5124,5781.6602
3.2100,55.7240,448.2857,1.6073,-12.8059,500.0000,-56.5279,5780.3902
3.2200,55.7401,448.1577,1.6061,-12.7884,500.0000,-56.5434,5779.1220
3.2300,55.7561,448.0299,1.6050,-12.7709,500.0000,-56.5589,5777.8557
